user_id,brand_id,user_brand_train_feature_data_1_clickCount,user_brand_train_feature_data_1_buyCount,user_brand_train_feature_data_1_collectCount,user_brand_train_feature_data_1_cartCount,user_brand_train_feature_data_7_clickCount,user_brand_train_feature_data_7_buyCount,user_brand_train_feature_data_7_collectCount,user_brand_train_feature_data_7_cartCount,user_brand_train_feature_data_14_clickCount,user_brand_train_feature_data_14_buyCount,user_brand_train_feature_data_14_collectCount,user_brand_train_feature_data_14_cartCount,user_brand_train_feature_data_28_clickCount,user_brand_train_feature_data_28_buyCount,user_brand_train_feature_data_28_collectCount,user_brand_train_feature_data_28_cartCount,user_id_train_feature_data_1_clickCount,user_id_train_feature_data_1_buyCount,user_id_train_feature_data_1_collectCount,user_id_train_feature_data_1_cartCount,user_id_train_feature_data_7_clickCount,user_id_train_feature_data_7_buyCount,user_id_train_feature_data_7_collectCount,user_id_train_feature_data_7_cartCount,user_id_train_feature_data_14_clickCount,user_id_train_feature_data_14_buyCount,user_id_train_feature_data_14_collectCount,user_id_train_feature_data_14_cartCount,user_id_train_feature_data_28_clickCount,user_id_train_feature_data_28_buyCount,user_id_train_feature_data_28_collectCount,user_id_train_feature_data_28_cartCount,user_id_train_feature_data_60_clickCount,user_id_train_feature_data_60_buyCount,user_id_train_feature_data_60_collectCount,user_id_train_feature_data_60_cartCount,brand_id_train_feature_data_1_clickCount,brand_id_train_feature_data_1_buyCount,brand_id_train_feature_data_1_collectCount,brand_id_train_feature_data_1_cartCount,brand_id_train_feature_data_7_clickCount,brand_id_train_feature_data_7_buyCount,brand_id_train_feature_data_7_collectCount,brand_id_train_feature_data_7_cartCount,brand_id_train_feature_data_14_clickCount,brand_id_train_feature_data_14_buyCount,brand_id_train_feature_data_14_collectCount,brand_id_train_feature_data_14_cartCount,brand_id_train_feature_data_28_clickCount,brand_id_train_feature_data_28_buyCount,brand_id_train_feature_data_28_collectCount,brand_id_train_feature_data_28_cartCount,brand_id_train_feature_data_60_clickCount,brand_id_train_feature_data_60_buyCount,brand_id_train_feature_data_60_collectCount,brand_id_train_feature_data_60_cartCount,brand_rate_buyOfClick,brand_rate_buyOfCollect,brand_rate_buyOfCart,user_rate_buyOfClick,user_rate_buyOfCollect,user_rate_buyOfCart,tag
19500.0,19421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,114.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0,0.0,113.0,4.0,0.0,0.0,0.0354,1.0,1.0,0.0088,1.0,1.0,1.0
65500.0,5814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,3.0,1.0,0.0,129.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,41.0,3.0,0.0,0.0,0.0732,1.0,1.0,0.0233,3.0,1.0,1.0
5139250.0,23826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,4.0,0.0,0.0,313.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,1.0,1.0,1.0
8051750.0,7936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,16.0,3.0,0.0,0.0,0.1875,1.0,1.0,0.0,0.0,0.0,1.0
6003750.0,8792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,7.0,8.0,0.0,119.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0667,1.0,1.0,0.0924,1.0,1.0,1.0
1104500.0,14294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,2.0,0.0,0.0,126.0,2.0,0.0,0.0,0.0159,1.0,1.0,0.0,0.0,0.0,1.0
1104500.0,2683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,14.0,0.0,0.0,544.0,43.0,0.0,0.0,0.079,1.0,1.0,0.0,0.0,0.0,1.0
2921750.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,1.0,1.0,0.0,334.0,6.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0,85.0,2.0,3.0,0.0,0.0235,0.6667,1.0,0.018,1.2,1.0,1.0
5642000.0,10726.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,3.0,0.0,0.0,424.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,49.0,3.0,1.0,0.0,0.0612,3.0,1.0,0.0165,1.0,1.0,1.0
5642000.0,11080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,3.0,0.0,0.0,424.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,6.0,2.0,0.0,807.0,13.0,3.0,0.0,0.0161,4.3333,1.0,0.0165,1.0,1.0,1.0
